Record_Number,Region,RESIDENCE_TYPE,Family_Composition,sex,age,Marital_Status,student,Country_Of_Birth,health,Ethnic_Group,religion,Economic_Activity,Occupation,industry,Hours_Worked_Per_Week,Approximate_Social_Grade
58852,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
58853,S92000003,P,1,2,1,1,2,1,2,1,2,X,X,X,X,X
58854,S92000003,P,0,1,5,4,2,1,2,1,1,1,9,1,3,4
58858,S92000003,P,1,1,2,1,2,1,3,1,2,3,4,11,X,4
58859,S92000003,P,1,1,4,2,2,1,1,1,1,1,8,11,2,4
58860,S92000003,P,2,1,1,1,1,1,2,1,2,X,X,X,X,X
58861,S92000003,P,0,2,8,5,2,1,1,1,2,5,2,11,X,2
58862,S92000003,P,4,1,1,1,1,2,1,1,2,X,X,X,X,X
58863,S92000003,P,1,1,5,2,2,1,1,1,2,2,2,12,2,1
58864,S92000003,P,2,1,6,4,2,1,2,1,2,2,5,1,4,3
58865,S92000003,P,4,2,4,4,2,1,1,1,1,1,4,11,3,2
58868,S92000003,P,1,1,7,2,2,1,3,1,2,5,4,10,X,2
58871,S92000003,P,0,2,7,5,2,1,3,1,2,5,X,X,X,4
58873,S92000003,P,0,2,5,4,2,1,2,1,1,1,2,10,3,1
58876,S92000003,P,1,1,6,2,2,1,3,1,2,1,8,11,3,3
58878,S92000003,P,2,1,5,1,2,1,2,1,1,2,3,12,2,2
58879,S92000003,P,1,2,7,2,2,1,3,1,9,5,4,12,X,4
58880,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
58881,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
58882,S92000003,P,2,2,4,1,2,1,1,1,1,1,6,11,3,3
58883,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
58884,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
58886,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,11,3,3
58896,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
58899,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
58900,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,10,2,2
58906,S92000003,P,1,1,7,2,2,1,1,1,1,5,6,11,X,4
58907,S92000003,P,1,2,5,2,2,1,2,1,1,1,6,11,3,2
58911,S92000003,P,2,2,4,1,2,1,2,1,2,7,6,13,X,3
58912,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
58913,S92000003,P,1,2,6,2,2,1,1,1,1,1,9,11,3,4
58914,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
58915,S92000003,P,1,1,2,1,1,1,3,1,2,6,X,X,X,2
58916,S92000003,P,5,2,8,1,2,1,3,1,9,5,9,13,X,3
58917,S92000003,P,1,2,6,2,2,1,2,1,2,5,4,11,X,2
58918,S92000003,P,4,2,2,1,1,2,1,1,1,4,X,X,X,2
58923,S92000003,P,2,2,1,1,1,1,2,1,2,X,X,X,X,X
58926,S92000003,P,4,1,3,1,2,1,2,1,2,3,9,12,X,3
58929,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
58931,S92000003,P,4,2,4,4,2,1,1,1,1,1,8,11,2,4
58935,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
58936,S92000003,P,4,2,4,3,2,1,1,1,1,3,6,13,X,4
58938,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
58941,S92000003,P,1,2,5,2,2,1,2,1,2,1,2,11,3,1
58942,S92000003,P,4,2,1,1,2,1,1,1,2,X,X,X,X,X
58943,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
58945,S92000003,P,2,2,2,1,2,1,2,1,1,1,6,11,2,3
58946,S92000003,P,0,2,8,4,2,1,3,1,2,8,X,X,X,4
58947,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
58950,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
58951,S92000003,C,X,2,7,1,2,1,2,1,2,5,2,10,X,X
58953,S92000003,P,1,2,7,2,2,1,3,1,2,5,6,10,X,3
58956,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
58957,S92000003,P,0,1,1,1,2,1,2,1,2,X,X,X,X,X
58960,S92000003,P,1,1,7,2,2,1,3,1,2,2,5,1,3,3
58963,S92000003,P,1,1,8,2,2,1,2,1,1,5,2,10,X,1
58964,S92000003,C,X,1,6,2,2,1,2,1,2,1,4,11,3,X
58968,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
58969,S92000003,P,1,2,4,2,2,1,1,1,1,1,1,11,3,1
58970,S92000003,P,3,1,1,1,1,1,1,1,9,X,X,X,X,X
58971,S92000003,P,1,2,6,2,2,1,2,1,2,3,9,13,X,4
58972,S92000003,P,1,2,7,2,2,1,3,1,2,1,6,11,1,3
58973,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
58976,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
58977,S92000003,P,1,1,8,2,2,1,2,1,2,5,1,1,X,3
58980,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
58983,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
58985,S92000003,P,1,2,6,2,2,1,1,1,2,7,4,12,X,2
58990,S92000003,P,1,2,6,2,2,1,2,1,2,7,1,1,X,1
58992,S92000003,P,1,2,6,2,2,1,1,1,2,7,2,10,X,2
58995,S92000003,P,1,1,4,2,2,1,3,1,2,2,5,1,3,3
59001,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
59004,S92000003,P,1,2,1,1,2,1,2,3,1,X,X,X,X,X
59010,S92000003,P,4,2,6,5,2,1,2,1,2,2,6,13,3,3
59011,S92000003,P,4,1,4,1,2,1,3,1,1,8,X,X,X,4
59012,S92000003,P,2,2,4,3,2,1,2,1,1,7,X,X,X,4
59013,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
59015,S92000003,P,3,1,7,4,2,1,2,1,2,5,6,11,X,4
59016,S92000003,P,4,1,1,1,1,1,1,1,9,X,X,X,X,X
59017,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
59018,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
59019,S92000003,P,2,1,3,1,2,2,1,1,2,1,3,12,2,2
59023,S92000003,P,1,2,6,2,2,1,1,1,2,1,4,11,2,3
59025,S92000003,P,1,2,6,2,2,1,1,1,1,1,2,10,4,1
59026,S92000003,P,0,2,6,5,2,1,2,1,1,2,2,11,1,1
59027,S92000003,P,0,2,7,5,2,1,2,1,1,5,2,11,X,2
59028,S92000003,P,3,1,1,1,1,1,1,1,1,X,X,X,X,X
59029,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59032,S92000003,P,0,1,4,1,2,1,1,1,1,1,2,10,4,1
59034,S92000003,P,1,1,5,2,2,1,1,1,2,3,3,13,X,2
59037,S92000003,P,4,1,1,1,2,1,2,1,9,X,X,X,X,X
59039,S92000003,P,2,2,6,1,2,1,1,1,2,1,2,10,1,1
59040,S92000003,P,1,2,7,2,2,1,2,1,2,5,4,10,X,2
59042,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,10,X,1
59045,S92000003,P,0,2,8,5,2,1,2,1,2,5,2,10,X,1
59046,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59047,S92000003,P,1,2,1,1,2,1,2,1,1,X,X,X,X,X
59048,S92000003,P,2,2,1,1,1,1,2,1,1,X,X,X,X,X
59049,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59050,S92000003,P,4,2,5,1,2,1,1,1,2,1,6,10,2,3
59051,S92000003,P,2,2,3,1,2,1,3,1,2,1,2,11,3,1
59052,S92000003,P,0,1,8,5,2,1,2,1,1,5,2,10,X,1
59053,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
59054,S92000003,P,1,2,6,2,2,1,4,1,2,3,3,10,X,3
59057,S92000003,P,1,2,5,2,2,1,1,1,2,1,4,10,1,1
59058,S92000003,P,1,2,6,2,2,2,1,1,1,5,1,11,X,2
59059,S92000003,P,4,2,4,4,2,1,1,1,2,1,2,11,2,2
59060,S92000003,P,1,2,6,2,2,1,1,1,2,1,6,10,2,1
59061,S92000003,P,0,2,8,5,2,1,4,1,2,5,1,11,X,2
59062,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,11,3,2
59063,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
59065,S92000003,P,0,2,8,5,2,1,3,1,2,5,4,10,X,2
59066,S92000003,P,1,2,6,2,2,1,2,1,2,5,5,11,X,3
59068,S92000003,P,4,2,6,3,2,1,1,1,2,1,6,10,2,3
59070,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59071,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59075,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
59077,S92000003,P,0,1,4,4,2,2,1,1,2,1,9,1,4,4
59079,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
59080,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59081,S92000003,P,1,1,3,1,2,1,1,1,2,2,5,1,4,3
59083,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
59085,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
59088,S92000003,P,1,1,1,1,1,1,1,1,9,X,X,X,X,X
59089,S92000003,P,2,2,4,1,2,1,1,1,1,1,2,12,3,2
59091,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59092,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,11,X,1
59094,S92000003,P,1,2,5,2,2,1,2,1,2,3,2,10,X,2
59097,S92000003,P,2,1,6,5,2,1,2,1,9,5,2,10,X,1
59098,S92000003,P,0,2,6,4,2,1,1,1,2,1,2,10,3,1
59099,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
59100,S92000003,P,1,2,6,2,2,1,4,1,9,8,6,13,X,4
59103,S92000003,P,0,2,1,1,1,1,1,1,2,X,X,X,X,X
59105,S92000003,P,2,2,3,1,2,1,1,1,1,2,3,12,2,2
59108,S92000003,P,4,2,8,5,2,1,2,1,2,5,6,11,X,4
59109,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59113,S92000003,P,4,2,1,1,2,1,2,1,1,X,X,X,X,X
59115,S92000003,P,2,2,4,1,2,1,1,1,2,1,6,11,2,3
59122,S92000003,P,5,2,7,5,2,1,4,1,2,5,6,11,X,2
59123,S92000003,C,X,2,8,5,2,1,4,1,2,5,2,11,X,X
59124,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,2
59125,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
59126,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59128,S92000003,P,1,2,7,2,2,1,5,1,2,5,1,11,X,3
59129,S92000003,P,4,2,4,1,2,1,1,1,1,2,6,11,4,3
59131,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
59133,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
59134,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
59137,S92000003,P,2,1,3,1,2,1,1,1,1,1,3,10,3,2
59139,S92000003,P,2,1,1,1,1,1,2,1,1,X,X,X,X,X
59141,S92000003,P,0,1,3,1,2,1,1,1,1,1,2,10,3,1
59143,S92000003,P,4,1,1,1,2,1,2,1,1,X,X,X,X,X
59150,S92000003,P,4,2,3,1,1,1,1,1,1,6,9,11,X,2
59151,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
59152,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
59153,S92000003,P,0,2,6,4,2,1,3,1,2,1,6,11,3,3
59157,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
59163,S92000003,P,1,2,2,1,1,1,1,1,1,6,7,12,X,3
59166,S92000003,P,2,2,3,1,2,1,1,1,1,1,6,11,3,4
59167,S92000003,P,1,2,4,2,2,1,1,1,1,2,2,11,3,1
59168,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
59173,S92000003,P,4,2,2,1,1,1,1,1,1,6,X,X,X,1
59174,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
59175,S92000003,P,3,1,2,1,2,1,1,1,1,3,X,X,X,4
59176,S92000003,P,1,2,2,1,2,1,1,1,2,1,4,12,3,2
59179,S92000003,P,2,2,2,1,1,1,3,1,1,4,X,X,X,2
59180,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
59183,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
59184,S92000003,P,4,2,8,5,2,1,3,1,1,5,6,11,X,4
59186,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59194,S92000003,P,1,2,6,2,2,1,2,1,2,1,6,11,2,3
59198,S92000003,P,1,2,8,2,2,2,2,1,2,5,4,11,X,1
59206,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
59208,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59210,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
59211,S92000003,P,0,2,7,1,2,1,3,1,1,5,2,10,X,1
59212,S92000003,P,2,1,1,1,2,1,1,1,2,X,X,X,X,X
59213,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59217,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
59224,S92000003,P,1,2,2,1,1,1,1,1,1,4,6,12,1,2
59226,S92000003,P,4,2,1,1,1,1,1,1,9,X,X,X,X,X
59227,S92000003,P,1,2,7,2,2,1,3,1,2,5,6,11,X,4
59233,S92000003,P,2,2,5,3,2,1,1,1,1,1,2,11,3,3
59236,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
59238,S92000003,P,1,2,4,2,2,1,1,1,1,1,3,11,3,2
59240,S92000003,P,1,2,6,2,2,1,1,1,2,1,2,10,4,1
59241,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
59247,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
59249,S92000003,P,2,2,1,1,1,1,2,1,2,X,X,X,X,X
59250,S92000003,P,1,2,1,1,2,1,2,1,1,X,X,X,X,X
59251,S92000003,P,0,2,7,2,2,1,2,1,2,2,6,11,4,1
59253,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59254,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
59255,S92000003,P,2,2,6,1,2,1,3,1,2,1,6,11,2,3
59256,S92000003,P,1,2,7,2,2,1,2,1,2,5,9,13,X,4
59257,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59258,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
59262,S92000003,P,1,2,6,2,2,1,3,1,2,1,2,10,3,4
59268,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
59269,S92000003,P,0,2,3,1,2,1,1,1,1,1,3,11,3,2
59276,S92000003,P,1,1,1,1,1,2,1,1,2,X,X,X,X,X
59284,S92000003,P,0,1,7,5,2,1,2,1,2,5,5,1,X,4
59287,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
59288,S92000003,P,1,1,8,2,2,1,3,1,2,5,2,10,X,1
59293,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,11,1,4
59296,S92000003,P,1,2,4,2,2,1,2,1,2,2,4,13,2,2
59301,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59306,S92000003,P,0,2,3,1,2,1,1,1,1,1,2,10,3,1
59309,S92000003,P,1,1,5,2,2,1,3,1,2,1,2,10,3,1
59310,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59312,S92000003,P,1,2,4,1,2,1,1,1,2,1,1,11,3,1
59316,S92000003,P,1,1,6,2,2,1,2,1,1,2,5,1,4,3
59317,S92000003,P,1,2,6,2,2,1,1,1,2,1,6,11,1,2
59318,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,2
59319,S92000003,P,1,1,5,2,2,1,1,1,1,2,3,12,4,2
59320,S92000003,P,0,1,3,1,2,1,1,1,1,1,5,1,3,3
59327,S92000003,P,1,2,7,2,2,2,2,1,1,5,1,12,X,1
59329,S92000003,P,1,1,8,2,2,1,2,1,1,5,2,12,X,2
59331,S92000003,P,1,1,7,2,2,1,2,1,2,5,9,13,X,4
59332,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
59334,S92000003,P,2,2,3,1,2,1,1,2,1,7,X,X,X,4
59336,S92000003,P,1,2,4,2,2,1,2,1,2,1,2,10,3,1
59340,S92000003,P,3,2,3,1,2,1,3,1,2,8,X,X,X,4
59344,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59346,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
59348,S92000003,P,5,2,5,2,2,1,4,1,2,8,6,11,X,4
59352,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
59357,S92000003,P,2,2,3,1,2,1,3,1,1,7,6,13,X,2
59359,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
59360,S92000003,P,4,2,7,5,2,1,1,1,2,5,6,11,X,4
59361,S92000003,P,1,1,5,2,2,1,1,1,2,1,5,11,3,3
59362,S92000003,P,2,1,5,4,2,1,1,1,2,2,1,10,2,1
59365,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59368,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59370,S92000003,P,1,2,3,2,2,1,1,1,2,1,2,11,2,3
59371,S92000003,P,2,2,3,1,1,1,3,1,1,6,X,X,X,2
59373,S92000003,P,1,2,4,2,2,1,1,1,2,2,8,10,3,3
59378,S92000003,P,2,2,2,1,2,1,2,1,2,1,6,11,2,3
59382,S92000003,P,0,2,8,5,2,1,4,1,2,8,X,X,X,4
59383,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,4
59384,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59385,S92000003,P,0,2,6,2,2,1,2,1,2,1,3,11,2,2
59389,S92000003,P,1,2,7,2,2,1,2,1,2,5,2,10,X,3
59390,S92000003,P,5,1,3,1,1,1,2,1,2,4,2,11,3,1
59391,S92000003,P,1,1,7,2,2,1,2,1,2,5,3,11,X,2
59394,S92000003,P,0,2,4,1,2,1,5,1,2,1,6,13,4,3
59402,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
59407,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
59408,S92000003,P,1,2,3,4,2,1,1,1,2,1,2,10,3,2
59410,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
59411,S92000003,P,1,2,1,1,2,1,2,1,9,X,X,X,X,X
59413,S92000003,P,0,2,7,5,2,1,2,1,2,5,2,10,X,1
59414,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59417,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
59421,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,11,3,4
59422,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,11,3,3
59428,S92000003,P,0,2,4,4,2,1,3,1,9,8,6,11,X,4
59429,S92000003,P,0,2,8,5,2,2,5,1,2,5,9,11,X,4
59431,S92000003,P,2,2,1,1,2,1,1,1,9,X,X,X,X,X
59433,S92000003,P,4,2,7,5,2,1,2,1,2,5,6,11,X,4
59434,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,11,3,3
59435,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59437,S92000003,P,2,2,2,1,1,1,1,1,2,6,X,X,X,2
59439,S92000003,P,1,2,3,1,2,1,2,2,2,1,2,10,3,2
59440,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59442,S92000003,P,1,2,5,2,2,1,2,1,9,1,6,11,3,2
59443,S92000003,P,1,2,5,2,2,1,2,1,2,1,2,10,3,1
59446,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
59448,S92000003,P,0,1,4,1,2,1,2,1,2,8,6,11,X,4
59451,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
59454,S92000003,P,0,2,2,1,1,1,2,1,1,4,X,X,X,2
59457,S92000003,P,0,2,8,5,2,1,1,1,2,5,2,10,X,1
59458,S92000003,P,0,2,8,5,2,1,3,1,2,5,3,10,X,2
59463,S92000003,P,1,2,4,2,2,1,2,1,2,1,2,10,3,1
59465,S92000003,P,1,2,6,2,2,1,1,1,2,1,1,11,3,1
59466,S92000003,P,1,2,5,2,2,1,2,1,1,1,2,11,3,1
59469,S92000003,P,1,2,5,2,2,1,2,1,2,1,1,11,3,1
59471,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59472,S92000003,P,1,1,6,2,2,1,3,1,2,5,3,13,X,4
59473,S92000003,P,1,2,8,2,2,1,2,1,2,5,6,11,X,3
59476,S92000003,P,3,1,1,1,1,1,1,1,2,X,X,X,X,X
59482,S92000003,P,0,1,7,1,2,1,3,1,2,5,5,1,X,4
59483,S92000003,P,1,2,6,2,2,1,3,1,2,8,3,13,X,1
59484,S92000003,P,1,1,4,2,2,1,1,1,2,2,5,1,4,3
59485,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59492,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59505,S92000003,P,2,2,1,1,1,2,1,3,2,X,X,X,X,X
59506,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
59507,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59509,S92000003,P,4,2,5,4,2,1,3,1,1,1,3,13,3,2
59510,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,11,3,2
59511,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59516,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
59517,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
59519,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59521,S92000003,P,1,1,2,1,2,1,2,1,2,2,3,12,2,3
59525,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59526,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59529,S92000003,P,1,1,3,1,2,1,1,1,1,1,2,10,3,3
59532,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59533,S92000003,P,0,1,6,4,2,1,1,1,2,1,7,11,3,2
59534,S92000003,P,1,1,7,2,2,1,1,1,1,5,2,10,X,1
59537,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
59542,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
59546,S92000003,P,1,1,3,2,2,1,1,1,1,1,2,10,3,2
59547,S92000003,P,2,2,3,1,1,1,2,1,1,6,6,11,X,2
59548,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
59551,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,2
59553,S92000003,P,1,1,4,1,2,1,1,1,1,1,4,10,2,4
59554,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
59556,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
59557,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
59562,S92000003,P,1,1,6,2,2,1,1,1,2,1,3,12,1,2
59563,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
59564,S92000003,P,4,2,7,3,2,1,3,1,1,5,7,12,X,2
59566,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,1
59569,S92000003,C,X,2,8,5,2,1,3,1,2,5,X,X,X,X
59572,S92000003,P,1,1,3,2,1,2,2,6,6,6,X,X,X,2
59577,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
59582,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
59583,S92000003,P,2,2,2,1,2,1,1,1,1,1,6,13,3,2
59586,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
59588,S92000003,P,0,2,6,5,2,1,2,1,2,1,3,11,2,2
59595,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
59598,S92000003,P,2,2,3,1,2,1,2,1,1,1,6,11,3,3
59602,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
59603,S92000003,P,1,2,3,2,2,1,1,1,2,1,2,10,3,1
59604,S92000003,P,1,1,7,2,2,1,4,1,1,5,2,10,X,1
59605,S92000003,P,0,2,3,1,2,1,1,1,2,1,4,11,3,2
59606,S92000003,P,3,2,1,1,1,1,1,1,1,X,X,X,X,X
59607,S92000003,P,1,2,3,2,2,1,1,1,2,1,2,10,3,1
59612,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
59613,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
59615,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
59616,S92000003,P,0,2,7,4,2,1,3,1,2,5,3,1,X,2
59617,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
59618,S92000003,P,1,2,6,2,2,1,3,1,2,1,6,11,2,4
59622,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59623,S92000003,P,4,1,2,1,1,2,1,1,1,6,X,X,X,2
59627,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
59628,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
59631,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
59633,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59637,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
59640,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59641,S92000003,P,4,2,1,1,2,1,1,2,2,X,X,X,X,X
59650,S92000003,P,1,1,6,2,2,1,2,1,1,1,3,10,3,2
59651,S92000003,P,1,2,8,2,2,2,3,1,2,5,4,11,X,1
59654,S92000003,P,4,2,4,4,2,1,2,1,1,1,4,11,3,2
59656,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
59657,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
59658,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
59660,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59663,S92000003,P,1,2,1,1,2,2,1,1,2,X,X,X,X,X
59666,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
59669,S92000003,C,X,1,4,1,1,2,2,3,3,6,2,10,X,X
59671,S92000003,C,X,2,2,1,1,2,1,3,1,6,X,X,X,X
59672,S92000003,C,X,1,3,1,1,2,2,6,6,6,2,10,X,X
59673,S92000003,C,X,1,2,1,1,1,1,1,1,4,X,X,X,X
59679,S92000003,C,X,1,2,1,1,2,1,1,1,6,X,X,X,X
59680,S92000003,C,X,1,2,1,1,2,1,4,2,6,X,X,X,X
59681,S92000003,C,X,1,2,1,1,1,1,1,1,6,X,X,X,X
59682,S92000003,C,X,1,2,1,1,2,1,3,4,6,X,X,X,X
59683,S92000003,C,X,1,3,1,1,2,1,4,2,6,X,X,X,X
59684,S92000003,C,X,1,3,1,1,2,1,1,2,6,2,10,X,X
